movement_code,signal_node_code,signal_link,stageNo_in_Order,osm_node_id,node_id,groupNo,directionNo,ib_link_id,ob_link_id,ib_osm_node_id,ob_osm_node_id,lanes,movement_str,volume,geometry
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ES|OSMID_41520593,,,41520593,22,2,4,12,400,41520590,,1,SBR,500.0,"LINESTRING (-111.9442960370565 33.40958849864018, -111.944382055908 33.40951618718812)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ENS|OSMID_41520594,,,41520594,23,1,1,332,15,,41520593,1,EBL,200.0,"LINESTRING (-111.9443807807121 33.408768447456, -111.9442947625958 33.40884075878554)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ENS|OSMID_41520594,,,41520594,23,2,1,332,1945,,,1,EBR,500.0,"LINESTRING (-111.9443807807121 33.408768447456, -111.9443435274119 33.40870916289872)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ENS|OSMID_41520594,,,41520594,23,1,3,1944,331,,,1,NBL,200.0,"LINESTRING (-111.9443435274119 33.40870916289872, -111.9443807807121 33.408768447456)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ENS|OSMID_41520594,,,41520594,23,2,3,1944,15,,41520593,1,NBT,500.0,"LINESTRING (-111.9443435274119 33.40870916289872, -111.9442947625958 33.40884075878554)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ENS|OSMID_41520594,,,41520594,23,2,3,1944,16,,41520604,1,NBR,500.0,"LINESTRING (-111.9443435274119 33.40870916289872, -111.9442947241925 33.40869644223842)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ENS|OSMID_41520594,,,41520594,23,2,4,14,1945,41520593,,1,SBT,500.0,"LINESTRING (-111.9442947625958 33.40884075878554, -111.9443435274119 33.40870916289872)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_NS|L_EN|T_NS|R_ENS|OSMID_41520594,,,41520594,23,2,4,14,331,41520593,,1,SBR,500.0,"LINESTRING (-111.9442947625958 33.40884075878554, -111.9443807807121 33.408768447456)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_41520604,,,41520604,24,1,1,1494,1943,,,1,EBL,200.0,"LINESTRING (-111.9440362576839 33.40737599378921, -111.9439861360815 33.40744248499003)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_41520604,,,41520604,24,2,1,1494,1492,,418969823,1,EBT,500.0,"LINESTRING (-111.9440362576839 33.40737599378921, -111.9439131254199 33.40737691842671)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_41520604,,,41520604,24,2,2,1491,1493,418969823,,1,WBT,500.0,"LINESTRING (-111.9439131254199 33.40737691842671, -111.9440362576839 33.40737599378921)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_41520604,,,41520604,24,2,2,1491,1943,418969823,,1,WBR,500.0,"LINESTRING (-111.9439131254199 33.40737691842671, -111.9439861360815 33.40744248499003)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_41520604,,,41520604,24,1,4,1942,1492,,418969823,1,SBL,200.0,"LINESTRING (-111.9439861360815 33.40744248499003, -111.9439131254199 33.40737691842671)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|OSMID_41520604,,,41520604,24,2,4,1942,1493,,,1,SBR,500.0,"LINESTRING (-111.9439861360815 33.40744248499003, -111.9440362576839 33.40737599378921)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,1,1,1314,3585,330693619,,1,EBL,200.0,"LINESTRING (-111.9305110541046 33.4231379304259, -111.9303581771669 33.42317165011085)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,2,1,1314,455,330693619,5201685470,1,EBT,500.0,"LINESTRING (-111.9305110541046 33.4231379304259, -111.9303409536902 33.42311598257693)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,2,1,1314,2579,330693619,,1,EBR,500.0,"LINESTRING (-111.9305110541046 33.4231379304259, -111.9304483782904 33.42305752993235)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,1,2,3584,455,,5201685470,1,WBL,200.0,"LINESTRING (-111.9303581771669 33.42317165011085, -111.9303409536902 33.42311598257693)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,2,2,3584,2579,,,1,WBT,500.0,"LINESTRING (-111.9303581771669 33.42317165011085, -111.9304483782904 33.42305752993235)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,2,2,3584,458,,5201685473,1,WBR,500.0,"LINESTRING (-111.9303581771669 33.42317165011085, -111.9304888283009 33.42317646712086)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,1,3,2578,458,,5201685473,1,NBL,200.0,"LINESTRING (-111.9304483782904 33.42305752993235, -111.9304888283009 33.42317646712086)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,2,3,2578,3585,,,1,NBT,500.0,"LINESTRING (-111.9304483782904 33.42305752993235, -111.9303581771669 33.42317165011085)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,2,3,2578,455,,5201685470,1,NBR,500.0,"LINESTRING (-111.9304483782904 33.42305752993235, -111.9303409536902 33.42311598257693)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,1,4,19,455,41529697,5201685470,1,SBL,200.0,"LINESTRING (-111.930408218334 33.42319780133797, -111.9303409536902 33.42311598257693)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,2,4,19,2579,41529697,,1,SBT,500.0,"LINESTRING (-111.930408218334 33.42319780133797, -111.9304483782904 33.42305752993235)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529691,,,41529691,25,2,4,19,458,41529697,5201685473,1,SBR,500.0,"LINESTRING (-111.930408218334 33.42319780133797, -111.9304888283009 33.42317646712086)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529697,,,41529697,26,1,1,2496,2505,,,1,EBL,200.0,"LINESTRING (-111.9291652135788 33.42430385007671, -111.9291114575212 33.42436590793471)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529697,,,41529697,26,2,1,2496,1549,,8122988905,1,EBT,500.0,"LINESTRING (-111.9291652135788 33.42430385007671, -111.9290613654678 33.4242284674287)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529697,,,41529697,26,2,1,2496,19,,41529691,1,EBR,500.0,"LINESTRING (-111.9291652135788 33.42430385007671, -111.929160354006 33.42427458458511)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529697,,,41529697,26,1,2,1550,19,8122988905,41529691,1,WBL,200.0,"LINESTRING (-111.9290613654678 33.4242284674287, -111.929160354006 33.42427458458511)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529697,,,41529697,26,2,2,1550,2505,8122988905,,1,WBT,500.0,"LINESTRING (-111.9290613654678 33.4242284674287, -111.9291114575212 33.42436590793471)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529697,,,41529697,26,2,2,1550,1605,8122988905,,1,WBR,500.0,"LINESTRING (-111.9290613654678 33.4242284674287, -111.9290594402569 33.42436915620397)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529697,,,41529697,26,1,3,18,2505,41529691,,1,NBL,200.0,"LINESTRING (-111.929160354006 33.42427458458511, -111.9291114575212 33.42436590793471)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|OSMID_41529697,,,41529697,26,2,3,18,1605,41529691,,1,NBT,500.0,"LINESTRING (-111.929160354006 33.42427458458511, -111.9290594402569 33.42436915620397)"
